Day,Y,Updated Y,OverallInfectionRate
1,0.00000249225529838903,0.00003143368842136950,0.8
2,0.00000274147036076564,0.00003168290348374610,0.8
3,0.00000301560418299257,0.00003195703730597310,0.8
4,0.00000331714800952085,0.00003225858113250130,0.8
5,0.00000364884207115609,0.00003259027519413660,0.8
6,0.00000401370045415191,0.00003295513357713240,0.8
7,0.00000441503844995590,0.00003335647157293640,0.8
8,0.00000485650263235451,0.00003379793575533500,0.8
9,0.00000534210393316080,0.00003428353705614130,0.8
10,0.00000587625401436767,0.00003481768713734820,0.8
11,0.00000646380526407566,0.00003540523838705620,0.8
12,0.00000711009477574412,0.00003605152789872460,0.8
13,0.00000782099270567550,0.00003676242582865600,0.8
14,0.00000860295544241431,0.00003754438856539480,0.8
15,0.00000946308406424139,0.00003840451718722190,0.8
16,0.00001040918860751010,0.00003935062173049060,0.8
17,0.00001144985871957370,0.00004039129184255420,0.8
18,0.00001259454132588820,0.00004153597444886870,0.8
19,0.00001385362600197500,0.00004279505912495550,0.8
20,0.00001523853880774020,0.00004417997193072070,0.8
21,0.00001676184541468070,0.00004570327853766120,0.8
22,0.00001843736443626320,0.00004737879755924370,0.8
23,0.00002028029195881450,0.00004922172508179500,0.8
24,0.00002230733836517880,0.00005124877148815930,0.8
25,0.00002453687864680880,0.00005347831176978930,0.8
26,0.00002698911751248790,0.00005593055063546840,0.8
27,0.00002968627072419910,0.00005862770384717960,0.8
28,0.00003265276422343240,0.00006159419734641290,0.8
29,0.00003591545275513710,0.00006485688587811760,0.8
30,0.00003950385985223620,0.00006844529297521670,0.8
31,0.00004345044121179320,0.00007239187433477370,0.8
32,0.00004779087367512930,0.00007673230679810980,0.8
33,0.00005256437221897870,0.00008150580534195920,0.8
34,0.00005781403757354990,0.00008675547069653040,0.8
35,0.00006358723730640080,0.00009252867042938130,0.8
36,0.00006993602344840640,0.00009887745657138690,0.8
37,0.00007691758998959200,0.00010585902311257200,0.8
38,0.00008459477383767100,0.00011353620696065100,0.8
39,0.00009303660310975850,0.00012197803623273900,0.8
40,0.00010231889691635000,0.00013126033003933100,0.8
41,0.00011252492109395700,0.00014146635421693800,0.8
42,0.00012374610464556700,0.00015268753776854800,0.8
43,0.00013608282195203000,0.00016502425507501100,0.8
44,0.00014964524611680500,0.00017858667923978600,0.8
45,0.00016455427909387400,0.00019349571221685500,0.8
46,0.00018094256451446100,0.00020988399763744200,0.8
47,0.00019895558936050600,0.00022789702248348700,0.8
48,0.00021875288081650400,0.00024769431393948400,0.8
49,0.00024050930474750100,0.00026945073787048100,0.8
50,0.00026441647227657100,0.00029335790539955200,0.8
51,0.00029068426084136800,0.00031962569396434900,0.8
52,0.00031954245586157800,0.00034848388898455900,0.8
53,0.00035124251870502500,0.00038018395182800500,0.8
54,0.00038605948594872900,0.00041500091907171000,0.8
55,0.00042429400393119900,0.00045323543705417900,0.8
56,0.00046627450121047800,0.00049521593433345800,0.8
57,0.00051235949969221300,0.00054130093281519300,0.8
58,0.00056294006277077300,0.00059188149589375400,0.8
59,0.00061844237571423900,0.00064738380883722000,0.8
60,0.00067933044958108400,0.00070827188270406500,0.8
61,0.00074610893502122600,0.00077505036814420700,0.8
62,0.00081932602620214000,0.00084826745932512000,0.8
63,0.00089957642760270800,0.00092851786072568900,0.8
64,0.00098750434729949200,0.00101644578042247000,0.8
65,0.00108380646937426000,0.00111274790249724000,0.8
66,0.00118923484491910000,0.00121817627804208000,0.8
67,0.00130459962551189000,0.00133354105863487000,0.8
68,0.00143077154467903000,0.00145971297780201000,0.8
69,0.00156868403146147000,0.00159762546458445000,0.8
70,0.00171933481548755000,0.00174827624861054000,0.8
71,0.00188378685472273000,0.00191272828784571000,0.8
72,0.00206316838519715000,0.00209210981832013000,0.8
73,0.00225867185653741000,0.00228761328966039000,0.8
74,0.00247155147829100000,0.00250049291141398000,0.8
75,0.00270311906036770000,0.00273206049349068000,0.8
76,0.00295473778736511000,0.00298367922048809000,0.8
77,0.00322781352254696000,0.00325675495566994000,0.8
78,0.00352378319491512000,0.00355272462803810000,0.8
79,0.00384409978508683000,0.00387304121820981000,0.8
80,0.00419021339646736000,0.00421915482959034000,0.8
81,0.00456354788254471000,0.00459248931566769000,0.8
82,0.00496547250535116000,0.00499441393847414000,0.8
83,0.00539726813191242000,0.00542620956503540000,0.8
84,0.00586008754384111000,0.00588902897696409000,0.8
85,0.00635490955028620000,0.00638385098340918000,0.8
86,0.00688248676713645000,0.00691142820025943000,0.8
87,0.00744328716667468000,0.00747222859979766000,0.8
88,0.00803742982176514000,0.00806637125488812000,0.8
89,0.00866461567459260000,0.00869355710771558000,0.8
90,0.00932405465491461000,0.00935299608803759000,0.8
91,0.01001439105273400000,0.01004333248585700000,0.8
92,0.01073362970147440000,0.01076257113459740000,0.8
93,0.01147906622368440000,0.01150800765680730000,0.8
94,0.01224722529021990000,0.01227616672334290000,0.8
95,0.01303381148690490000,0.01306275292002790000,0.8
96,0.01383367789378270000,0.01386261932690570000,0.8
97,0.01464081777039830000,0.01466975920352130000,0.8
98,0.01544838470616510000,0.01547732613928810000,0.8
99,0.01624874613850410000,0.01627768757162710000,0.8
100,0.01703357417827890000,0.01706251561140180000,0.8
101,0.01779397615887150000,0.01782291759199450000,0.8
102,0.01852066523918500000,0.01854960667230800000,0.8
